1, 2, 0.000000, 2.092044
1, 4, 6.847348, 2.097024
1, 8, 7.597317, 2.097664
1, 16, 7.719058, 1.654471
1, 32, 7.747049, 2.231251
1, 64, 7.756261, 2.163037
1, 128, 7.757508, 3.768411
1, 256, 7.757638, 3.706890
1, 512, 7.757813, 3.756930
1, 1024, 7.757848, 3.750475
2, 2, 0.000000, 1.298358
2, 4, 6.847348, 2.813374
2, 8, 7.597317, 3.776210
2, 16, 7.719058, 4.035557
2, 32, 7.747049, 4.024589
2, 64, 7.756261, 4.016077
2, 128, 7.757508, 3.188746
2, 256, 7.757638, 4.071294
2, 512, 7.757813, 7.500902
2, 1024, 7.757848, 7.476938
4, 2, 0.000000, 1.483581
4, 4, 6.847348, 3.469980
4, 8, 7.597317, 6.641167
4, 16, 7.719058, 7.825371
4, 32, 7.747049, 8.101383
4, 64, 7.756261, 8.057207
4, 128, 7.757508, 7.726178
4, 256, 7.757638, 7.848096
4, 512, 7.757813, 8.174639
4, 1024, 7.757848, 14.822366
8, 2, 0.000000, 1.305065
8, 4, 6.847348, 3.398926
8, 8, 7.597317, 8.348861
8, 16, 7.719058, 13.601084
8, 32, 7.747049, 15.414435
8, 64, 7.756261, 12.359201
8, 128, 7.757508, 14.997659
8, 256, 7.757638, 15.830908
8, 512, 7.757813, 15.705935
8, 1024, 7.757848, 25.814373
12, 2, 0.000000, 0.838779
12, 4, 6.847348, 3.194769
12, 8, 7.597317, 11.184811
12, 16, 7.719058, 14.440278
12, 32, 7.747049, 17.382209
12, 64, 7.756261, 18.200332
12, 128, 7.757508, 18.312366
12, 256, 7.757638, 18.312492
12, 512, 7.757813, 18.273478
12, 1024, 7.757848, 20.565682
16, 2, 0.000000, 0.660409
16, 4, 6.847348, 2.596715
16, 8, 7.597317, 10.691478
16, 16, 7.719058, 18.149746
16, 32, 7.747049, 22.562415
16, 64, 7.756261, 23.807133
16, 128, 7.757508, 24.134475
16, 256, 7.757638, 23.790316
16, 512, 7.757813, 24.381893
16, 1024, 7.757848, 24.745059
20, 2, 0.000000, 0.002188
20, 4, 6.847348, 0.014141
20, 8, 7.597317, 8.028914
20, 16, 7.719058, 0.231213
20, 32, 7.747049, 26.445507
20, 64, 7.756261, 1.904579
20, 128, 7.757508, 7.067528
20, 256, 7.757638, 24.929781
20, 512, 7.757813, 28.188087
20, 1024, 7.757848, 27.684221
24, 2, 0.000000, 0.001423
24, 4, 6.847348, 0.004361
24, 8, 7.597317, 0.021475
24, 16, 7.719058, 0.069644
24, 32, 7.747049, 0.310727
24, 64, 7.756261, 0.852093
24, 128, 7.757508, 2.832303
24, 256, 7.757638, 9.884350
24, 512, 7.757813, 17.661822
24, 1024, 7.757848, 22.566666
