0, 0.000000, 1.000000, 0.000000, 1, 1
1, 35.867294, 12.440720, 6.148203, 0, 1
2, 61.515800, 11.223239, 6.234753, 1, 0
3, 70.445229, 13.333856, 5.235512, 2, 1
4, 72.699234, 13.241714, 3.235696, 3, 2
5, 82.761185, 7.890173, 0.235696, 3, 3
6, 74.338463, 5.683146, 0.000000, 1, 3
7, 69.012436, 2.099019, 0.000000, 0, 2
8, 66.052399, 0.315804, 0.003974, 0, 1
9, 60.530617, 0.604122, 0.058961, 0, 0
10, 41.033646, 4.614481, 6.721509, 0, 0
11, 47.862236, 4.052063, 10.126688, 1, 0
0, 47.127182, 7.572194, 14.232170, 2, 1
1, 55.108376, 13.035791, 13.069476, 3, 2
2, 52.109818, 14.709704, 11.732994, 4, 3
3, 73.754051, 14.234959, 7.733079, 5, 4
4, 82.390694, 12.694701, 2.733079, 6, 5
5, 80.227150, 10.445941, 0.000000, 5, 6
6, 70.504951, 3.761499, 0.000000, 3, 5
7, 82.020294, 2.793900, 0.000000, 1, 4
8, 67.160515, 0.000000, 0.000000, 0, 3
9, 62.891026, 1.482207, 0.023091, 0, 2
10, 48.441544, 3.232361, 2.814702, 0, 1
11, 43.281509, 7.380392, 10.359951, 1, 0
0, 43.109158, 7.624179, 17.082239, 2, 1
1, 50.821476, 12.234515, 17.736725, 3, 2
2, 64.141739, 14.394991, 14.758562, 4, 3
3, 70.447968, 13.039192, 10.759335, 5, 4
4, 73.735641, 11.956982, 5.759434, 6, 5
5, 78.234932, 10.340310, 0.000000, 5, 6
6, 77.001068, 4.350579, 0.000000, 3, 5
7, 83.717545, 2.678794, 0.000000, 1, 4
8, 60.221191, 0.000000, 0.000000, 0, 3
9, 51.411949, 1.587338, 1.205832, 0, 2
10, 44.394638, 4.641373, 6.773338, 0, 1
11, 37.378742, 5.451053, 13.605120, 1, 0
0, 38.758080, 8.604177, 21.296377, 2, 1
1, 36.065063, 11.947586, 26.718435, 3, 2
2, 58.538799, 13.355902, 23.977089, 4, 3
3, 66.685287, 12.668402, 19.983860, 5, 4
4, 76.206528, 11.085840, 14.983877, 6, 5
5, 83.194473, 7.688356, 8.983877, 7, 6
6, 81.479240, 7.166811, 1.983877, 8, 7
7, 72.981041, 4.241144, 0.000000, 7, 8
8, 65.794327, 2.650755, 0.000000, 5, 7
9, 54.569393, 0.000000, 0.000000, 3, 6
10, 42.082817, 3.935600, 2.965982, 1, 5
11, 50.444382, 5.080508, 4.339468, 1, 4
0, 44.552990, 7.334573, 10.152807, 1, 3
1, 50.164165, 10.928586, 12.328416, 1, 2
2, 52.723389, 12.823711, 12.974905, 2, 1
3, 72.943268, 13.004155, 10.975064, 3, 2
4, 68.896629, 11.408884, 7.977150, 4, 3
5, 73.974937, 9.685596, 3.977237, 5, 4
6, 84.396873, 6.322556, 0.000000, 4, 5
7, 79.228516, 1.181275, 0.000000, 2, 4
8, 70.360573, 1.776464, 0.000000, 0, 3
9, 59.540062, 1.052111, 0.088783, 0, 2
10, 43.674034, 2.866052, 4.815861, 0, 1
11, 39.590286, 6.537600, 12.785695, 1, 0
0, 33.076595, 10.408552, 17.349155, 2, 1
1, 37.337147, 11.517882, 23.542130, 3, 2
2, 49.386280, 12.930021, 23.964561, 4, 3
3, 62.801090, 13.637474, 20.008106, 5, 4
4, 69.263885, 12.281608, 15.009737, 6, 5
5, 80.629059, 9.365551, 9.009738, 7, 6
6, 87.711456, 7.083660, 2.009738, 8, 7
7, 81.230835, 1.168004, 0.000000, 7, 8
8, 75.045837, 0.000000, 0.000000, 5, 7
9, 50.964722, 1.283193, 0.000000, 3, 6
10, 49.165668, 2.574779, 0.000000, 1, 5
11, 37.552231, 6.305030, 6.394828, 0, 4
